steel_delivery_time,rejection_delay,steel_prep_time,total_lead_time,run
19.423638681688285,0.0,28.962578398010884,48.386217079699165,1
21.094396026233532,0.0,39.660426566780146,60.75482259301368,2
21.329273376270862,0.0,28.39597512901699,49.72524850528785,3
22.76069199665841,0.0,30.784478446597703,53.54517044325611,4
22.626546027194674,0.0,30.663043064662993,53.289589091857664,5
17.288883781755906,0.0,28.820143194810306,46.10902697656621,6
20.166627455613536,0.0,29.362060237375296,49.52868769298883,7
18.832191802599727,0.0,24.81579801130507,43.6479898139048,8
23.493617541517786,9.278110982034594,39.55293655206032,72.3246650756127,9
24.429259914598013,0.0,33.40950412551231,57.83876404011033,10
13.941918433099442,0.0,35.76893443518173,49.710852868281165,11
19.34409599357446,0.0,33.98559539767737,53.32969139125183,12
15.12370103481722,0.0,21.715290397553357,36.83899143237058,13
17.08221423336331,10.343259572382763,34.9118178692626,62.33729167500867,14
22.553655163169775,11.049655305607626,28.509061241358406,62.112371710135804,15
25.5967455883442,0.0,27.180190355183917,52.776935943528116,16
21.997305601907126,0.0,37.99311045782326,59.99041605973039,17
17.759527935867144,0.0,34.61084109281818,52.37036902868532,18
25.68739992537386,0.0,16.835907519279388,42.52330744465325,19
28.297960330021226,0.0,21.462246401166137,49.76020673118737,20
17.871693806725148,0.0,30.703848485382544,48.57554229210769,21
17.153254969822413,9.053223505558988,34.34179191820858,60.54827039358998,22
22.323118966106264,0.0,43.928451101404384,66.25157006751064,23
17.69185187140394,0.0,38.045359242304,55.73721111370794,24
23.80909423926328,0.0,26.599002991117793,50.408097230381074,25
20.108808270816066,0.0,37.70118086675187,57.80998913756794,26
12.634854937584336,0.0,23.50512828576772,36.13998322335206,27
22.655960996714015,0.0,50.410902804896736,73.06686380161075,28
21.045457116799213,10.503908105641697,22.59703675986498,54.14640198230589,29
14.910610115788666,0.0,35.420311886067566,50.33092200185623,30
21.52418851182301,0.0,14.294399554859805,35.818588066682814,31
18.062986133649503,0.0,39.55836248557826,57.62134861922776,32
20.46047589042893,0.0,25.39973481019993,45.86021070062886,33
19.2745022219819,0.0,34.898246979688366,54.17274920167027,34
22.755535457064013,0.0,41.743721454024914,64.49925691108893,35
17.66212110283738,0.0,26.235693802917623,43.897814905755,36
19.990758192745677,0.0,33.47018416674292,53.4609423594886,37
17.552449665477678,0.0,27.323095203433496,44.87554486891118,38
18.54299409655624,0.0,19.897670368513523,38.44066446506976,39
18.298756781975953,0.0,35.311189862148865,53.60994664412482,40
20.012723291031957,15.560873627539912,24.68936025362496,60.26295717219683,41
21.683353264355198,7.759359487958666,40.47432551022629,69.91703826254016,42
13.276336247916145,8.868160882592388,30.199775419884002,52.34427255039253,43
20.453701932133807,4.89948089112405,22.51092169294368,47.864104516201536,44
20.78169105961188,0.0,34.37798061706537,55.15967167667725,45
16.98564638846616,0.0,20.585991481945623,37.571637870411784,46
18.418149686695287,0.0,22.59346450801408,41.01161419470937,47
32.08866494546824,0.0,23.296530725634682,55.38519567110292,48
21.83140159796616,10.431445494600993,35.381819920280854,67.644667012848,49
17.541172786254005,0.0,27.71398344079806,45.25515622705207,50
25.09629296037779,0.0,33.65563392339511,58.751926883772896,51
26.56774486489575,6.671393024698084,30.67180222549818,63.91094011509202,52
25.93107467374854,0.0,39.46742996180826,65.3985046355568,53
26.91992781299829,0.0,19.640581384478125,46.560509197476414,54
21.197692608865765,0.0,30.99090458952896,52.188597198394724,55
21.68113031724505,0.0,24.0300454704035,45.71117578764855,56
22.072873776084812,0.0,21.998844069456766,44.07171784554158,57
9.791924504661504,7.764151302430397,33.13767352138049,50.69374932847239,58
21.952373088769516,0.0,26.53477689633421,48.48714998510373,59
16.028863397154563,0.0,31.992984171611614,48.02184756876618,60
20.011023001925228,0.0,43.596061863905305,63.60708486583053,61
23.25650233424235,7.098112417169444,41.40953385829962,71.76414860971141,62
19.965707394956823,0.0,40.434744079763426,60.40045147472025,63
16.530423431584815,0.0,25.855871924292696,42.38629535587751,64
20.24993250580613,0.0,35.46358693329014,55.71351943909627,65
21.40612050012787,0.0,28.998018547312327,50.4041390474402,66
26.97162202493597,0.0,16.659795160189944,43.63141718512591,67
24.672603106039485,0.0,21.028201361350405,45.70080446738989,68
17.81396185865344,0.0,25.431222674981377,43.24518453363481,69
30.078926231658926,0.0,20.38649544299819,50.465421674657115,70
18.259880782099657,6.937859966489993,26.42069556739432,51.61843631598397,71
21.408345620780082,0.0,27.194470914856566,48.60281653563665,72
22.24674655513911,0.0,31.85581387679701,54.102560431936126,73
18.673622289949154,8.041165039501253,33.48110514671859,60.195892476169,74
18.087165779463454,0.0,25.423744149996377,43.51090992945983,75
17.1573028571434,0.0,16.126313363726037,33.28361622086943,76
18.666887897562027,0.0,29.065784496392833,47.73267239395486,77
17.11230094819887,0.0,27.605975569313447,44.71827651751232,78
17.022384053871637,0.0,30.027278479433164,47.0496625333048,79
18.44772543384297,0.0,49.98161318137063,68.4293386152136,80
19.870634509895403,10.540384375782526,34.58467863557361,64.99569752125154,81
27.53614273692666,0.0,24.96074427318667,52.496887010113326,82
18.400614710859138,0.0,32.570019230209724,50.97063394106886,83
18.416652705351275,0.0,22.09648812711938,40.513140832470654,84
19.715554146635125,0.0,29.380780925761936,49.09633507239706,85
18.197877230176644,0.0,38.431387866495356,56.629265096672,86
21.316749434989745,11.11016187546333,25.480576381552346,57.907487692005425,87
18.95310796630013,0.0,29.1817985308407,48.13490649714083,88
17.35665445472771,0.0,29.390315426530442,46.74696988125815,89
24.614090611545944,0.0,31.499313550572996,56.11340416211894,90
18.550936756471607,0.0,29.915620791929648,48.466557548401255,91
20.332414349900684,0.0,26.954198356741763,47.286612706642444,92
17.634211190308278,0.0,23.99241630397784,41.62662749428612,93
18.651764474222,15.53403606329857,35.66084258468025,69.84664312220082,94
24.136116942599518,0.0,25.722308753404562,49.858425696004076,95
18.032866797009767,9.15835773692604,25.401543503626584,52.592768037562394,96
27.99751922064596,0.0,38.23187023353768,66.22938945418363,97
13.425560914171063,0.0,30.008257294897813,43.433818209068875,98
21.863059163656732,0.0,34.574363336762126,56.43742250041886,99
17.281828399202663,0.0,37.80722549537575,55.08905389457841,100
27.61261154665,0.0,40.82619453047472,68.43880607712472,101
18.912863979671673,0.0,39.68160437125197,58.59446835092365,102
21.013397611288195,0.0,39.797621952722395,60.81101956401059,103
16.967193171835262,0.0,31.760808704763722,48.72800187659898,104
17.07544036933848,0.0,39.46920446965767,56.54464483899615,105
25.096414615719095,0.0,31.904431009568498,57.000845625287596,106
27.25675336239991,0.0,26.367674565909226,53.62442792830913,107
26.700889557681926,0.0,33.887361736591515,60.58825129427344,108
20.388201127239586,0.0,40.31108929880308,60.699290426042666,109
12.138710200151305,0.0,26.17995139533922,38.318661595490525,110
16.862549511157894,0.0,16.165502080241712,33.0280515913996,111
17.864316087546726,11.849228409452074,29.3041252192447,59.0176697162435,112
23.055415489908277,9.450367270535413,21.118061729843337,53.62384449028703,113
22.581664355068806,0.0,24.359280056737166,46.94094441180597,114
17.037052719436918,0.0,25.921649821889126,42.95870254132605,115
18.580303164957726,0.0,43.675978966230836,62.25628213118856,116
20.096889884288945,0.0,28.114729286212576,48.21161917050152,117
13.537213745344566,0.0,28.49704033618169,42.03425408152626,118
21.147785236567536,0.0,27.485150277529513,48.63293551409705,119
23.040604379122414,0.0,29.04212351821386,52.08272789733627,120
16.680279541265744,0.0,24.89263480419192,41.57291434545766,121
22.20936288874803,0.0,34.367309693398205,56.57667258214623,122
22.9964713288039,0.0,24.2872333253976,47.2837046542015,123
12.248317921610944,0.0,27.62076073800465,39.869078659615596,124
24.784348692241462,9.268959511197334,36.19037594057568,70.24368414401448,125
14.88796659915842,0.0,25.785408578878243,40.673375178036665,126
17.407462982285608,0.0,31.47896423940266,48.886427221688265,127
25.801239766732216,0.0,23.77584394808651,49.57708371481873,128
24.147709173801424,0.0,33.66864254215655,57.81635171595797,129
16.231270170610998,0.0,39.53310747125168,55.76437764186268,130
18.669510280983555,0.0,26.213720835151946,44.883231116135505,131
22.962520306088596,0.0,30.687388735221024,53.64990904130962,132
20.91225213852803,0.0,28.110046492696693,49.02229863122472,133
18.196572620849768,0.0,27.12781396241233,45.3243865832621,134
17.010180666192767,0.0,30.158508240514116,47.16868890670688,135
26.665668662297524,0.0,30.348480046454526,57.014148708752046,136
23.299942136102608,0.0,33.919235227991805,57.21917736409441,137
24.664747563796258,9.053904617883555,30.058701390740037,63.777353572419855,138
27.768741802833826,0.0,32.827034854239095,60.59577665707292,139
14.370513408843205,0.0,17.875003251072375,32.24551665991558,140
14.472925777166509,0.0,22.733545370628402,37.206471147794915,141
15.854549388449007,0.0,33.66570286934847,49.52025225779748,142
15.592153901996745,0.0,29.728676936983952,45.3208308389807,143
15.46492905117964,0.0,30.14826732496718,45.61319637614682,144
25.69876035501154,0.0,21.65177329964239,47.35053365465393,145
19.250688577407118,0.0,34.350253326787445,53.60094190419456,146
21.53517203524884,0.0,26.827994614662032,48.36316664991087,147
24.51527209741254,10.54228121299986,39.169087696588676,74.22664100700108,148
19.60586727870563,0.0,27.89520654711159,47.50107382581722,149
16.000587371185233,0.0,28.35432310120071,44.35491047238594,150
12.393560438441153,0.0,36.25912175289007,48.65268219133122,151
17.353359071867335,0.0,18.858268594569,36.211627666436335,152
19.682179858507062,0.0,30.44553648648294,50.127716344990006,153
20.17115270433322,0.0,18.244105165287635,38.41525786962086,154
14.20403881040598,0.0,34.84939321495804,49.05343202536402,155
17.75003052954332,0.0,27.440967997870857,45.19099852741418,156
19.10698962235476,0.0,30.57132551881223,49.67831514116699,157
18.246582728097128,0.0,24.488035262676636,42.73461799077376,158
17.953447653667062,0.0,30.637940944406605,48.591388598073664,159
23.94630184766983,0.0,31.01267305172928,54.95897489939911,160
25.656169666953044,10.729444293338299,28.128188904785688,64.51380286507703,161
20.306243094688533,0.0,31.2735436798944,51.57978677458293,162
23.45602908808316,0.0,22.733720559273344,46.18974964735651,163
24.599301662372064,0.0,29.96459856746943,54.563900229841494,164
21.653489345189996,0.5,23.65905146971631,45.812540814906306,165
16.59366222051676,0.0,37.03631883192062,53.62998105243737,166
16.12106248745088,0.0,21.803113688119176,37.924176175570054,167
20.253935915967954,0.0,31.15647404647441,51.410409962442365,168
24.176198178888537,0.0,36.36115674533302,60.53735492422156,169
21.240040746489175,0.0,39.11580616334888,60.35584690983805,170
22.700868581603487,0.0,37.13276872916164,59.83363731076513,171
25.564630489753107,0.0,37.315394361831565,62.88002485158467,172
20.7099007837415,0.0,30.859703844601754,51.56960462834326,173
15.557422674812152,0.0,16.430329294114113,31.987751968926265,174
19.65321603979266,0.0,27.671856218707763,47.32507225850043,175
18.70726837985888,0.0,28.005476595569963,46.71274497542885,176
23.192665324557815,6.716992240671769,40.42863864252266,70.33829620775224,177
19.291832671628583,0.0,24.80141949873499,44.09325217036357,178
21.674194524353954,0.0,23.666213715489295,45.34040823984325,179
26.541232598059395,0.0,42.03437217357434,68.57560477163373,180
26.266833635984987,0.0,34.464001202107866,60.73083483809285,181
14.480961047142385,0.0,28.417675038536867,42.89863608567925,182
9.675256138366317,0.0,32.66690944541679,42.34216558378311,183
15.356617447403982,0.0,21.062344794354722,36.418962241758706,184
22.552950100967884,0.0,36.745298065828266,59.29824816679615,185
13.948659571380535,11.65081748726735,26.96263224487143,52.562109303519314,186
14.642767288722993,0.0,31.811686618731642,46.454453907454635,187
27.67804724894434,0.0,32.099651793713484,59.77769904265782,188
21.686305489969815,0.0,40.42617943885927,62.11248492882909,189
24.54069530494696,0.0,23.629725452688206,48.17042075763517,190
29.708882284607164,10.465064899375744,28.70120109634225,68.87514828032515,191
15.44937444620027,0.0,26.84808144197602,42.29745588817629,192
14.632829620016384,0.0,30.706708535715826,45.339538155732214,193
18.2960279145215,0.0,28.16502866903307,46.461056583554566,194
16.805932081567335,0.0,22.721335638188442,39.52726771975578,195
20.823013940761037,0.0,29.862677496187576,50.685691436948616,196
16.416047340224157,0.0,29.401659281744006,45.81770662196816,197
23.017723702387677,10.534375701846281,32.832905246946154,66.38500465118011,198
13.391941689568513,0.0,27.727821008528974,41.11976269809749,199
20.96493658747041,0.0,36.75066124606296,57.71559783353337,200
